FEN,EVAL
1kr3nr/1b4bp/nBp1p1p1/1N3p2/P7/3P1N1P/1qP1BPP1/R2Q1RK1 w - - 1 17,398.0
1kr3nr/Nb4bp/nBp1p1p1/5p2/P7/3P1N1P/1qP1BPP1/R2Q1RK1 b - - 2 17,285.0
1k3rnr/Nb4bp/nBp1p1p1/5p2/P7/3P1N1P/1qP1BPP1/R2Q1RK1 w - - 3 18,332.0
1k3rnr/Nb4bp/nBp1p1p1/5p2/P7/3P1N1P/1qP1BPP1/1R1Q1RK1 b - - 4 18,390.0
1k3rnr/Nb4bp/nBp1p1p1/5p2/Pq6/3P1N1P/2P1BPP1/1R1Q1RK1 w - - 5 19,421.0
1k3rnr/Nb4bp/nBp1p1p1/5p2/PR6/3P1N1P/2P1BPP1/3Q1RK1 b - - 0 19,531.0
1k3rnr/Nb4bp/1Bp1p1p1/5p2/Pn6/3P1N1P/2P1BPP1/3Q1RK1 w - - 0 20,814.0
1k3rnr/Nb4bp/1Bp1p1p1/5p2/Pn6/3P1N1P/2P1BPP1/1Q3RK1 b - - 1 20,553.0
1k3rnr/Nb4bp/1Bp1p1p1/3n1p2/P7/3P1N1P/2P1BPP1/1Q3RK1 w - - 2 21,727.0
1k3rnr/Nb4bp/1Bp1p1p1/P2n1p2/8/3P1N1P/2P1BPP1/1Q3RK1 b - - 0 21,479.0
1k3rnr/Nb4bp/1Bp1p1p1/P4p2/8/2nP1N1P/2P1BPP1/1Q3RK1 w - - 1 22,571.0
1k3rnr/Nb4bp/1Bp1p1p1/P4p2/8/2nP1N1P/2P1BPP1/4QRK1 b - - 2 22,505.0
1k3rnr/Nb4bp/1B2p1p1/P1p2p2/8/2nP1N1P/2P1BPP1/4QRK1 w - - 0 23,729.0
1k3rnr/Nb4bp/1B2p1p1/P1p2p2/8/2nP3P/2PNBPP1/4QRK1 b - - 1 23,522.0
1k3r1r/Nb4bp/1B2p1pn/P1p2p2/8/2nP3P/2PNBPP1/4QRK1 w - - 2 24,759.0
1k3r1r/Nb4bp/1B2p1pn/P1p2p2/2N5/2nP3P/2P1BPP1/4QRK1 b - - 3 24,518.0
1k1r3r/Nb4bp/1B2p1pn/P1p2p2/2N5/2nP3P/2P1BPP1/4QRK1 w - - 4 25,718.0
1k1r3r/Nb4bp/PB2p1pn/2p2p2/2N5/2nP3P/2P1BPP1/4QRK1 b - - 0 25,567.0
1k1r3r/N5bp/bB2p1pn/2p2p2/2N5/2nP3P/2P1BPP1/4QRK1 w - - 0 26,796.0
3r3r/1k4bp/bBN1p1pn/2p2p2/2N5/2nP3P/2P1BPP1/4QRK1 w - - 2 27,700.0
2kN3r/6bp/bB2p1pn/2p2p2/2N5/2nP3P/2P1BPP1/4QRK1 w - - 1 28,823.0
3N3r/3k2bp/bB1Np1pn/2p2p2/8/2nP3P/2P1BPP1/4QRK1 w - - 3 29,768.0
3N3r/3k2bp/bB1Np1pn/2p2p2/8/2nP3P/2PQBPP1/5RK1 b - - 4 29,493.0
3N3r/3k2bp/bB1Np1pn/2pn1p2/8/3P3P/2PQBPP1/5RK1 w - - 5 30,678.0
3N3r/3k2bp/bB1Np1pn/Q1pn1p2/8/3P3P/2P1BPP1/5RK1 b - - 6 30,553.0
2bN3r/3k2bp/1B1Np1pn/Q1pn1p2/8/3P3P/2P1BPP1/5RK1 w - - 7 31,1026.0
2bN3r/Q5bp/1B1kp1pn/2pn1p2/8/3P3P/2P1BPP1/5RK1 w - - 0 32,965.0
2bN3r/Q5bp/4p1pn/2Bnkp2/8/3P3P/2P1BPP1/5RK1 w - - 1 33,1213.0
2b4r/Q4nbp/4p1p1/2Bnkp2/8/3P3P/2P1BPP1/5RK1 w - - 0 34,617.0
2b4r/5Qbp/4p1p1/2Bnkp2/8/3P3P/2P1BPP1/5RK1 b - - 0 34,641.0
2b4r/5Q1p/4pbp1/2Bnkp2/8/3P3P/2P1BPP1/5RK1 w - - 1 35,675.0
2b4r/2n4p/4pbp1/2B1kp2/8/3P3P/2P1BPP1/5RK1 w - - 0 36,48.0
2b4r/2n4p/4pbp1/2Bk1p2/3P4/7P/2P1BPP1/5RK1 w - - 1 37,-55.0
2b4r/2n4p/4pbp1/2B2p2/2kP4/5B1P/2P2PP1/5RK1 w - - 3 38,-161.0
2b4r/2n4p/4pbp1/2B2p2/3P4/2k4P/2P1BPP1/5RK1 w - - 5 39,-208.0
2b4r/2n4p/4pbp1/2B2p2/3P4/2k4P/2P1BPP1/2R3K1 b - - 6 39,-312.0
2br4/2n4p/4pbp1/2B2p2/3P4/2k4P/2P1BPP1/2R3K1 w - - 7 40,-218.0
2br4/2n4p/4pbp1/2B2p2/3P4/2k2P1P/2P1B1P1/2R3K1 b - - 0 40,-413.0
2b5/2n4p/4p1p1/5p2/3r4/2k2P1P/2P1B1P1/2R3K1 w - - 0 42,-412.0
2b5/2n4p/4p1p1/5p2/3r4/2k2P1P/2P3P1/2RB2K1 b - - 1 42,-642.0
2b5/7p/4p1p1/3n1p2/3r4/2k2P1P/2P3P1/2RB2K1 w - - 2 43,-505.0
2b5/7p/4p1p1/3n1p2/3r4/2k2P1P/2P3P1/R2B2K1 b - - 3 43,-601.0
2b5/7p/4p1p1/5p2/3r4/2k1nP1P/2P3P1/R2B2K1 w - - 4 44,-472.0
2b5/7p/4p1p1/5p2/3r4/R3nP1P/1kP3P1/3B2K1 w - - 6 45,-422.0
2b5/7p/4p1p1/5p2/3r4/4RP1P/1kP3P1/3B2K1 b - - 0 45,-98.0
2b5/7p/4p1p1/5p2/8/4RP1P/1kP3PK/3r4 b - - 1 46,-531.0
2b5/7p/4p1p1/5p2/8/4RP1P/2k3PK/3r4 w - - 0 47,-466.0
2b5/7p/4R1p1/5p2/8/5P1P/2k3PK/3r4 b - - 0 47,-359.0
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,27.0
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,44.0
rnbqkbnr/pppp1ppp/4p3/8/4P3/3P4/PPP2PPP/RNBQKBNR b KQkq - 0 2,23.0
rnbqkbnr/p1pp1ppp/1p2p3/8/4P3/3P4/PPP2PPP/RNBQKBNR w KQkq - 0 3,40.0
rnbqkbnr/p1pp1ppp/1p2p3/8/4P3/3P1N2/PPP2PPP/RNBQKB1R b KQkq - 1 3,39.0
rn1qkbnr/pbpp1ppp/1p2p3/8/4P3/3P1N2/PPP2PPP/RNBQKB1R w KQkq - 2 4,28.0
rn1qkbnr/pbpp1ppp/1p2p3/8/4P3/2NP1N2/PPP2PPP/R1BQKB1R b KQkq - 3 4,22.0
rn1qkbnr/pbpp1p1p/1p2p1p1/8/4P3/2NP1N2/PPP2PPP/R1BQKB1R w KQkq - 0 5,53.0
rn1qkbnr/pbpp1p1p/1p2p1p1/8/P3P3/2NP1N2/1PP2PPP/R1BQKB1R b KQkq - 0 5,31.0
rn1qk1nr/pbpp1pbp/1p2p1p1/8/P3P3/2NP1N2/1PP2PPP/R1BQKB1R w KQkq - 1 6,24.0
rn1qk1nr/pbpp1pbp/1p2p1p1/8/P3P3/1PNP1N2/2P2PPP/R1BQKB1R b KQkq - 0 6,-99.0
rn1qk1nr/pbpp1p1p/1p2p1p1/8/P3P3/1PbP1N2/2PB1PPP/R2QKB1R b KQkq - 1 7,-580.0
rn1qk1nr/pbpp1pbp/1p2p1p1/8/P3P3/1P1P1N2/2PB1PPP/R2QKB1R w KQkq - 2 8,-512.0
rn1qk1nr/pbpp1pbp/1p2p1p1/8/P3P3/1P1P1N2/2PB1PPP/1R1QKB1R b Kkq - 3 8,-641.0
rn1qk2r/pbpp1pbp/1p2p1pn/8/P3P3/1P1P1N2/2PB1PPP/1R1QKB1R w Kkq - 4 9,-475.0
rn1qk2r/pbpp1pbp/1p2p1pn/6N1/P3P3/1P1P4/2PB1PPP/1R1QKB1R b Kkq - 5 9,-615.0
rn1q1rk1/pbpp1pbp/1p2p1pn/6N1/P3P3/1P1P4/2PB1PPP/1R1QKB1R w K - 6 10,-528.0
rn1q1rk1/pbpp1pbp/1p2p1pn/6N1/P3P2P/1P1P4/2PB1PP1/1R1QKB1R b K - 0 10,-556.0
r2q1rk1/pbpp1pbp/np2p1pn/6N1/P3P2P/1P1P4/2PB1PP1/1R1QKB1R w K - 1 11,-419.0
r2q1rk1/pbpp1pbp/np2p1pn/6N1/PP2P2P/3P4/2PB1PP1/1R1QKB1R b K - 0 11,-446.0
r2q1rk1/pbpp2bp/np2pppn/6N1/PP2P2P/3P4/2PB1PP1/1R1QKB1R w K - 0 12,-396.0
r2q1rk1/pbpp2bp/np2pppn/8/PP2P2P/3P1N2/2PB1PP1/1R1QKB1R b K - 1 12,-488.0
r2q1rk1/pbpp2bp/np2p1pn/5p2/PP2P2P/3P1N2/2PB1PP1/1R1QKB1R w K - 0 13,-447.0
r2q1rk1/pbpp2bp/np2p1pn/5p2/PPP1P2P/3P1N2/3B1PP1/1R1QKB1R b K - 0 13,-598.0
r2q1rk1/pbpp2bp/np2p1pn/8/PPP1p2P/3P1N2/3B1PP1/1R1QKB1R w K - 0 14,-438.0
r2q1rk1/pbpp2bp/np2p1pn/8/PPP1P2P/5N2/3B1PP1/1R1QKB1R b K - 0 14,-498.0
r2q1rk1/p1pp2bp/np2p1pn/8/PPP1b2P/5N2/3B1PP1/1R1QKB1R w K - 0 15,-476.0
r2q1rk1/p1pp2bp/np2p1pn/8/PPP1b2P/1R3N2/3B1PP1/3QKB1R b K - 1 15,-527.0
r4rk1/p1pp2bp/np2pqpn/8/PPP1b2P/1R3N2/3B1PP1/3QKB1R w K - 2 16,-446.0
r4rk1/p1pp2bp/np2pqpn/P7/1PP1b2P/1R3N2/3B1PP1/3QKB1R b K - 0 16,-591.0
r4rk1/p1pp2bp/np2pqp1/P7/1PP1b1nP/1R3N2/3B1PP1/3QKB1R w K - 1 17,-426.0
r4rk1/p1pp2bp/np2pqp1/P7/1PP1b1nP/1R3N2/3BQPP1/4KB1R b K - 2 17,-553.0
r4rk1/p1p3bp/np2pqp1/P2p4/1PP1b1nP/1R3N2/3BQPP1/4KB1R w K - 0 18,-487.0
r4rk1/p1p3bp/np2pqp1/P1Pp4/1P2b1nP/1R3N2/3BQPP1/4KB1R b K - 0 18,-553.0
r4rk1/p1p3bp/np2pqp1/P1Pp4/1P4nP/1R3b2/3BQPP1/4KB1R w K - 0 19,-400.0
r4rk1/p1p3bp/np2pqp1/P1Pp4/1P4nP/1R3P2/3BQP2/4KB1R b K - 0 19,-324.0
r4rk1/p1p3bp/np2pqp1/P1Ppn3/1P5P/1R3P2/3BQP2/4KB1R w K - 1 20,-258.0
r4rk1/p1p3bp/nP2pqp1/P2pn3/1P5P/1R3P2/3BQP2/4KB1R b K - 0 20,-304.0
r4rk1/2p3bp/np2pqp1/P2pn3/1P5P/1R3P2/3BQP2/4KB1R w K - 0 21,-353.0
r4rk1/2p3bp/nP2pqp1/3pn3/1P5P/1R3P2/3BQP2/4KB1R b K - 0 21,-426.0
r4rk1/6bp/np2pqp1/3pn3/1P5P/1R3P2/3BQP2/4KB1R w K - 0 22,-428.0
r4rk1/6bp/np2pqp1/1P1pn3/7P/1R3P2/3BQP2/4KB1R b K - 0 22,-531.0
r4rk1/6bp/1p2pqp1/1Pnpn3/7P/1R3P2/3BQP2/4KB1R w K - 1 23,-601.0
r4rk1/6bp/1p2pqp1/1Pnpn3/7P/1R3P2/4QP2/2B1KB1R b K - 2 23,-848.0
r4rk1/6bp/1p2pqp1/1P1pn3/7P/1n3P2/4QP2/2B1KB1R w K - 0 24,-673.0
r4rk1/6bp/1p2pqp1/1P1pn3/7P/Bn3P2/4QP2/4KB1R b K - 1 24,-1200.0
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,27.0
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,44.0
rnbqkbnr/pppp1ppp/4p3/8/4PP2/8/PPPP2PP/RNBQKBNR b KQkq - 0 2,15.0
rnbqkbnr/p1pp1ppp/1p2p3/8/4PP2/8/PPPP2PP/RNBQKBNR w KQkq - 0 3,37.0
rnbqkbnr/p1pp1ppp/1p2p3/8/4PP2/2P5/PP1P2PP/RNBQKBNR b KQkq - 0 3,24.0
rn1qkbnr/pbpp1ppp/1p2p3/8/4PP2/2P5/PP1P2PP/RNBQKBNR w KQkq - 1 4,15.0
rn1qkbnr/pbpp1ppp/1p2p3/8/4PP2/2P3P1/PP1P3P/RNBQKBNR b KQkq - 0 4,-30.0
rn1qkbnr/p1pp1ppp/1p2p3/8/4bP2/2P3P1/PP1P3P/RNBQKBNR w KQkq - 0 5,-361.0
rn1qkbnr/p1pp1ppp/1p2p3/8/4bP2/2P2NP1/PP1P3P/RNBQKB1R b KQkq - 1 5,-155.0
rn1qkbnr/p1pp1p1p/1p2p1p1/8/4bP2/2P2NP1/PP1P3P/RNBQKB1R w KQkq - 0 6,-112.0
rn1qkbnr/p1pp1p1p/1p2p1p1/8/4bP2/2PP1NP1/PP5P/RNBQKB1R b KQkq - 0 6,-145.0
rn1qkbnr/pbpp1p1p/1p2p1p1/8/5P2/2PP1NP1/PP5P/RNBQKB1R w KQkq - 1 7,-135.0
rn1qkbnr/pbpp1p1p/1p2p1p1/8/5P2/2PP1NP1/PP5P/RNBQKBR1 b Qkq - 2 7,-173.0
rn1qk1nr/pbpp1pbp/1p2p1p1/8/5P2/2PP1NP1/PP5P/RNBQKBR1 w Qkq - 3 8,-182.0
rn1qk1nr/pbpp1pbp/1p2p1p1/8/5P1P/2PP1NP1/PP6/RNBQKBR1 b Qkq - 0 8,-221.0
rn1qk2r/pbpp1pbp/1p2p1pn/8/5P1P/2PP1NP1/PP6/RNBQKBR1 w Qkq - 1 9,-209.0
rn1qk2r/pbpp1pbp/1p2p1pn/5P2/7P/2PP1NP1/PP6/RNBQKBR1 b Qkq - 0 9,-275.0
rn1qk2r/pbpp1pbp/1p2p1p1/5n2/7P/2PP1NP1/PP6/RNBQKBR1 w Qkq - 0 10,-365.0
rn1qk2r/pbpp1pbp/1p2p1p1/5n2/7P/2PP1NP1/PP4B1/RNBQK1R1 b Qkq - 1 10,-459.0
rn1qk2r/pbpp1pbp/1p2p1p1/8/7P/2PP1Nn1/PP4B1/RNBQK1R1 w Qkq - 0 11,-365.0
rn1qk2r/pbpp1pbp/1p2p1p1/6B1/7P/2PP1Nn1/PP4B1/RN1QK1R1 b Qkq - 1 11,-394.0
rn1qk2r/pbpp1p1p/1p2pbp1/6B1/7P/2PP1Nn1/PP4B1/RN1QK1R1 w Qkq - 2 12,-312.0
rn1qk2r/pbpp1p1p/1p2pBp1/8/7P/2PP1Nn1/PP4B1/RN1QK1R1 b Qkq - 0 12,177.0
rn2k2r/pbpp1p1p/1p2pqp1/8/7P/2PP1Nn1/PP4B1/RN1QK1R1 w Qkq - 0 13,-416.0
rn2k2r/pbpp1p1p/1p2pqp1/8/7P/2PP1Nn1/PP3KB1/RN1Q2R1 b kq - 1 13,-511.0
rn2k2r/pbpp1p1p/1p2pqp1/7n/7P/2PP1N2/PP3KB1/RN1Q2R1 w kq - 2 14,-521.0
rn2k2r/pbpp1p1p/1p2pqp1/7n/7P/2PP1N2/PP1N1KB1/R2Q2R1 b kq - 3 14,-524.0
rn3rk1/pbpp1p1p/1p2pqp1/7n/7P/2PP1N2/PP1N1KB1/R2Q2R1 w - - 4 15,-470.0
rn3rk1/pbpp1p1p/1p2pqp1/7n/4N2P/2PP1N2/PP3KB1/R2Q2R1 b - - 5 15,-482.0
rn3rk1/pbpp1p1p/1p2p1p1/7n/4Nq1P/2PP1N2/PP3KB1/R2Q2R1 w - - 6 16,-475.0
rn3rk1/pbpp1p1p/1p2p1p1/7n/1P2Nq1P/2PP1N2/P4KB1/R2Q2R1 b - - 0 16,-555.0
rn3rk1/pbpp3p/1p2p1p1/5p1n/1P2Nq1P/2PP1N2/P4KB1/R2Q2R1 w - - 0 17,-491.0
rn3rk1/pbpp3p/1p2p1p1/5p1n/1P3q1P/2PP1N2/P2N1KB1/R2Q2R1 b - - 1 17,-536.0
r4rk1/pbpp3p/np2p1p1/5p1n/1P3q1P/2PP1N2/P2N1KB1/R2Q2R1 w - - 2 18,-458.0
r4rk1/pbpp3p/np2p1p1/5p1n/PP3q1P/2PP1N2/3N1KB1/R2Q2R1 b - - 0 18,-512.0
4rrk1/pbpp3p/np2p1p1/5p1n/PP3q1P/2PP1N2/3N1KB1/R2Q2R1 w - - 1 19,-514.0
4rrk1/pbpp3p/np2p1p1/P4p1n/1P3q1P/2PP1N2/3N1KB1/R2Q2R1 b - - 0 19,-546.0
4rrk1/pbpp3p/n3p1p1/p4p1n/1P3q1P/2PP1N2/3N1KB1/R2Q2R1 w - - 0 20,-444.0
4rrk1/pbpp3p/n3p1p1/R4p1n/1P3q1P/2PP1N2/3N1KB1/3Q2R1 b - - 0 20,-443.0
4rrk1/pbpp3p/n3pnp1/R4p2/1P3q1P/2PP1N2/3N1KB1/3Q2R1 w - - 1 21,-395.0
4rrk1/pbpp3p/n3pnp1/R4p2/QP3q1P/2PP1N2/3N1KB1/6R1 b - - 2 21,-467.0
4rrk1/pbpp3p/n3p1p1/R4p2/QP3qnP/2PP1N2/3N2B1/5KR1 b - - 4 22,-480.0
4rrk1/pbpp3p/n3p1p1/R4p2/QP3q1P/2PPnN2/3N1KB1/6R1 b - - 6 23,-412.0
4rrk1/p1pp3p/n1b1p1p1/R4p2/QP3q1P/2PPnN2/3N1KB1/6R1 w - - 7 24,-334.0
4rrk1/p1pp3p/n1b1p1p1/RP3p2/Q4q1P/2PPnN2/3N1KB1/6R1 b - - 0 24,-181.0
4rrk1/p1pp3p/n1b1p1p1/RP3p2/Q4qnP/2PP1N2/3N2B1/5KR1 b - - 2 25,-327.0
4rrk1/p1pp3p/n1b1p1p1/RP3p2/q5nP/2PP1N2/3N2B1/5KR1 w - - 0 26,-306.0
4rrk1/p1pp3p/n1b1p1p1/1P3p2/R5nP/2PP1N2/3N2B1/5KR1 b - - 0 26,-150.0
4rrk1/p1pp3p/n3p1p1/1b3p2/R5nP/2PP1N2/3N2B1/5KR1 w - - 0 27,-450.0
4rrk1/p1pp3p/n3p1p1/1b3p2/3R2nP/2PP1N2/3N2B1/5KR1 b - - 1 27,-606.0
4rrk1/p1pp3p/n5p1/1b2pp2/3R2nP/2PP1N2/3N2B1/5KR1 w - - 0 28,-593.0
4rrk1/p1pR3p/n5p1/1b2pp2/6nP/2PP1N2/3N2B1/5KR1 b - - 0 28,-534.0
4rrk1/p1pR3p/n5p1/1b3p2/4p1nP/2PP1N2/3N2B1/5KR1 w - - 0 29,-500.0
4rrk1/p1pR3p/n5p1/1b3p2/3Np1nP/2PP4/3N2B1/5KR1 b - - 1 29,-564.0
4rrk1/p1pR3p/n5p1/5p2/3Np1nP/2Pb4/3N2B1/4K1R1 b - - 1 30,-577.0
4rrk1/p1pR3p/6p1/2n2p2/3Np1nP/2Pb4/3N2B1/4K1R1 w - - 2 31,-491.0
4rrk1/p1R4p/6p1/2n2p2/3Np1nP/2Pb4/3N2B1/4K1R1 b - - 0 31,-453.0
4rrk1/p1R4p/4n1p1/5p2/3Np1nP/2Pb4/3N2B1/4K1R1 w - - 1 32,-484.0
4rrk1/p1R4p/4N1p1/5p2/4p1nP/2Pb4/3N2B1/4K1R1 b - - 0 32,-90.0
5rk1/p1R4p/4r1p1/5p2/4p1nP/2Pb4/3N2B1/4K1R1 w - - 0 33,-455.0
5rk1/R6p/4r1p1/5p2/4p1nP/2Pb4/3N2B1/4K1R1 b - - 0 33,-523.0
5rk1/R6p/4r1p1/5p2/6nP/2Pbp3/3N2B1/4K1R1 w - - 0 34,-294.0
5rk1/R6p/4r1p1/5p2/6nP/2Pbp3/3N4/4KBR1 b - - 1 34,-495.0
5rk1/R6p/4r1p1/5p2/6nP/2Pb4/3K4/5BR1 b - - 0 35,-507.0
5rk1/R6p/4r1p1/5p2/6nP/2P5/3K4/5bR1 w - - 0 36,-289.0
5rk1/R6p/4r1p1/5p2/6nP/2P5/3K4/5R2 b - - 0 36,-588.0
3r2k1/R6p/4r1p1/5p2/6nP/2P5/2K5/5R2 b - - 2 37,-561.0
3r2k1/R6p/4r1p1/5p2/7P/2P1n3/1K6/5R2 b - - 4 38,-535.0
3r2k1/R6p/4r1p1/5p2/7P/2P5/1K6/5n2 w - - 0 39,-369.0
3r2k1/R6p/4r1p1/5p1P/8/2P5/1K6/5n2 b - - 0 39,-834.0
3r2k1/R6p/4r3/5p1p/8/2P5/1K6/5n2 w - - 0 40,-394.0
3r2k1/7p/4r3/5p1p/8/2P5/1K6/R4n2 b - - 1 40,-719.0
1r4k1/7p/4r3/5p1p/8/2P5/2K5/R4n2 b - - 3 41,-713.0
1r4k1/7p/4r3/5p1p/8/2PKn3/8/R7 b - - 5 42,-758.0
3r2k1/7p/4r3/5p1p/8/2P1n3/4K3/R7 b - - 7 43,-777.0
3r2k1/7p/4r3/3n1p1p/8/2P2K2/8/R7 b - - 9 44,-753.0
3r2k1/7p/4r3/5p1p/8/2n2K2/8/R7 w - - 0 45,-417.0
3r4/5k1p/4r3/5p1p/8/2n2K2/8/6R1 w - - 2 46,-448.0
3r4/5k1p/4r3/5p1p/8/2n2K2/8/2R5 b - - 3 46,-779.0
8/5k1p/4r3/5p1p/5K2/2nr4/8/2R5 b - - 5 47,-773.0
8/5k1p/4r3/5K1p/8/3r4/4n3/2R5 b - - 0 48,-609.0
8/5k1p/4r3/5K1p/8/3r4/8/2n5 w - - 0 49,-626.0
8/5k1p/4r3/7p/5K2/3r4/8/2n5 b - - 1 49,-888.0
8/5k1p/4r3/7p/3r4/5K2/8/2n5 b - - 3 50,-877.0
rnbqkbnr/pppppppp/8/8/8/4P3/PPPP1PPP/RNBQKBNR b KQkq - 0 1,10.0
rnbqkbnr/ppp1pppp/8/3p4/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 0 2,6.0
rnbqkbnr/ppp1pppp/8/3p4/8/1P2P3/P1PP1PPP/RNBQKBNR b KQkq - 0 2,-8.0
rnbqkbnr/ppp2ppp/8/3pp3/8/1P2P3/P1PP1PPP/RNBQKBNR w KQkq - 0 3,-35.0
rnbqkbnr/ppp2ppp/8/3pp3/8/1P2P3/PBPP1PPP/RN1QKBNR b KQkq - 1 3,-22.0
rnbqkbnr/ppp2ppp/8/4p3/3p4/1P2P3/PBPP1PPP/RN1QKBNR w KQkq - 0 4,6.0
rnbqkbnr/ppp2ppp/8/4p3/3p2P1/1P2P3/PBPP1P1P/RN1QKBNR b KQkq - 0 4,-83.0
rnbqkbnr/ppp2ppp/8/4p3/6P1/1P2p3/PBPP1P1P/RN1QKBNR w KQkq - 0 5,-63.0
rnbqkbnr/ppp2ppp/8/4p3/6P1/1P2P3/PBPP3P/RN1QKBNR b KQkq - 0 5,-100.0
rnbqk1nr/ppp2ppp/3b4/4p3/6P1/1P2P3/PBPP3P/RN1QKBNR w KQkq - 1 6,-55.0
rnbqk1nr/ppp2ppp/3b4/4p3/6P1/1P2P3/PBPP2BP/RN1QK1NR b KQkq - 2 6,-110.0
rnbqk2r/ppp2ppp/3b3n/4p3/6P1/1P2P3/PBPP2BP/RN1QK1NR w KQkq - 3 7,-52.0
rnbqk2r/ppp2ppp/3b3n/4p3/6P1/1P2P2N/PBPP2BP/RN1QK2R b KQkq - 4 7,-111.0
rn1qk2r/ppp2ppp/3b3n/4p3/6b1/1P2P2N/PBPP2BP/RN1QK2R w KQkq - 0 8,-212.0
rn1qk2r/ppp2ppp/3b3n/4p3/6b1/1P2P2N/PBPP2BP/RN1Q1RK1 b kq - 1 8,-274.0
rn1qk2r/ppp2ppp/3b3n/4p3/8/1P2P2N/PBPP2BP/RN1b1RK1 w kq - 0 9,-393.0
rn1qk2r/ppp2ppp/3b3n/4p3/8/1P2P2N/PBPP2BP/RN1R2K1 b kq - 0 9,-721.0
rn2k2r/ppp2ppp/3b3n/4p3/7q/1P2P2N/PBPP2BP/RN1R2K1 w kq - 1 10,-533.0
rn2k2r/pBp2ppp/3b3n/4p3/7q/1P2P2N/PBPP3P/RN1R2K1 b kq - 0 10,-498.0
rn2k2r/pBp2ppp/3b3n/4p3/6q1/1P2P2N/PBPP1K1P/RN1R4 b kq - 2 11,-642.0
rn2k2r/pBp2ppp/3b3n/4p3/8/1P2P2N/PBPP1K1P/RN1q4 w kq - 0 12,-446.0
rn2k2r/pBp2ppp/3b3n/4p3/8/1PN1P2N/PBPP1K1P/R2q4 b kq - 1 12,-442.0
rn2k2r/pBp2ppp/3b3n/4p3/8/1PN1P1KN/PBPq3P/R7 b kq - 1 13,-782.0
rn2k2r/pBp2ppp/3b3n/4p3/8/1PN1q2N/PBP3KP/R7 b kq - 1 14,-737.0
rn3rk1/pBp2ppp/3b3n/4p3/8/1PN1q2N/PBP3KP/R7 w - - 2 15,-466.0
Bn3rk1/p1p2ppp/3b3n/4p3/8/1PN1q2N/PBP3KP/R7 b - - 0 15,-784.0
Bn3rk1/p4ppp/2pb3n/4p3/8/1PN1q2N/PBP3KP/R7 w - - 0 16,-463.0
Bn3rk1/p4ppp/2pb3n/4p3/8/1PN1q2N/PBP3KP/5R2 b - - 1 16,-798.0
Bn3rk1/p4ppp/2pb4/4p3/6n1/1PN1q2N/PBP3KP/5R2 w - - 2 17,-487.0
Bn3rk1/p4ppp/2pb4/4p3/6n1/1PN1q2N/P1P3KP/2B2R2 b - - 3 17,-544.0
Bn3rk1/p4ppp/2pb4/4p3/6n1/1Pq4N/P1P3KP/2B2R2 w - - 0 18,-442.0
Bn3rk1/p4ppp/2pb4/4p3/6n1/1Pq2R1N/P1P3KP/2B5 b - - 1 18,-729.0
Bn3rk1/p4ppp/2pb4/4p3/6n1/1P5N/P1q2RKP/2B5 b - - 1 19,-818.0
Bn3rk1/p4ppp/2pb4/4p3/8/1P5N/P1q2nKP/2B5 w - - 0 20,-775.0
Bn3rk1/p4ppp/2pb4/4p3/8/1P6/P1q2NKP/2B5 b - - 0 20,-849.0
Bn3rk1/p4ppp/2pb4/4p3/8/1P6/P4NKP/1qB5 w - - 1 21,-646.0
Bn3rk1/p4ppp/2pb4/4p3/8/1P2B3/P4NKP/1q6 b - - 2 21,-808.0
Bn3rk1/p4ppp/2pb4/4p3/8/1P2B3/q4NKP/8 w - - 0 22,-679.0
Bn3rk1/p4ppp/2pb4/4p3/1P6/4B3/q4NKP/8 b - - 0 22,-927.0
Bn3rk1/5ppp/2pb4/p3p3/1P6/4B3/q4NKP/8 w - - 0 23,-650.0
Bn3rk1/5ppp/2pb4/P3p3/8/4B3/q4NKP/8 b - - 0 23,-1109.0
Bn3rk1/5ppp/2pb4/q3p3/8/4B3/5NKP/8 w - - 0 24,-719.0
1n3rk1/1B3ppp/2pb4/q3p3/8/4B3/5NKP/8 b - - 1 24,-1021.0
1n3rk1/1B3ppp/2pb4/3qp3/8/4B3/5N1P/5K2 b - - 3 25,-989.0
1n3rk1/1B3ppp/3b4/2pqp3/8/4B3/5N1P/5K2 w - - 0 26,-352.0
1n3rk1/5ppp/3b4/2pBp3/8/4B3/5N1P/5K2 b - - 0 26,-555.0
5rk1/3n1ppp/3b4/2pBp3/8/4B3/5N1P/5K2 w - - 1 27,-436.0
5rk1/3n1ppp/3b4/2pBp3/8/4B2P/5N2/5K2 b - - 0 27,-559.0
1r4k1/3n1ppp/3b4/2pBp3/8/4B2P/5N2/5K2 w - - 1 28,-473.0
1r4k1/3n1ppp/3b4/2pBp3/6N1/4B2P/8/5K2 b - - 2 28,-634.0
1r4k1/5ppp/3b1n2/2pBp3/6N1/4B2P/8/5K2 w - - 3 29,-498.0
